respid,status,l,QA,QB,QC,QD_1,QD_2,QD_3,Q1,Q2,Q3,NAMExS_1,APR_1,MTR_1,SOLICITxS_1,Q4,NAMExS_2,APR_2,MTR_2,SOLICITxS_2,Q5,NAMExL_1,BEQUESTxL_1,RATExL_1,HEALTHxL_1,SOLICITxL_1,PAYOUT_1,COMP_1,Q6,NAMExL_2,BEQUESTxL_2,RATExL_2,HEALTHxL_2,SOLICITxL_2,PAYOUT_2,COMP_2,Q7,NAMExC_1,BORROW_1,HEALTHxC_1,RATExC_1,SOLICITxC_1,Q8,NAMExC_2,BORROW_2,HEALTHxC_2,RATExC_2,SOLICITxC_2,Q9,NAMExI_1,MUTFEES_1,SEGFEES_1,SOLICITxI_1,Q10,NAMExI_2,MUTFEES_2,SEGFEES_2,SOLICITxI_2,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_7777777,Q13_8888888,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16,Q16dk_7777777,Q16dk_8888888,Q17,Q18,hQ18_1,hQ18_2,hQ18_3,hQ18_4,hQ18_5,hQ18_6,Q19,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q24,Q24dk_9999999,Q24a,Q24b,Q24c,Q24d,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q27,Q27dk_9999999,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q29,Q30x1_1,Q30x2_1,Q30x3_1,Q30x1_2,Q30x2_2,Q30x3_2,Q30x1_3,Q30x2_3,Q30x3_3,Q30x1_4,Q30x2_4,Q30x3_4,Q30x1_5,Q30x2_5,Q30x3_5,Q30x1_9999999,hQ31Num1,hQ31Num2,Q31,Q31dk_9999999,Q31a,Q31b,Q32,Q32dk_7777777,Q33,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q34_8,Q34_9,Q34_10,Q35,Q36,Q39,timestamp,sample
2657,complete,9,2,54,1,0,0,0,7,1,1,1,3,2,0,4,4,2,1,1,4,4,2,3,1,1,1,0,3,2,1,1,2,0,2,1,3,3,3,2,1,1,2,1,1,1,3,0,2,4,1,3,0,1,3,3,1,1,1,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,3,6,0,0,0,0,0,1,4,2,4,2,5,7,5,6,5,5,2,4,3,4,4,3,3,3,3,4,120000.0,0,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,185000.0,2.0,1,40000.0,2.0,0,,,0,,,0,,,0,1200000,600000,700000.0,0,,,6.0,0,3,1.0,2.0,4.0,5.0,70.0,6.0,5.0,4.0,2.0,1.0,1,3,1.0,Fri Oct 29 11:32:07 UTC+0 2021,0
16141,complete,9,2,45,1,1,0,0,6,6,2,4,2,2,0,1,1,3,1,1,4,4,2,3,3,1,2,1,4,1,1,2,1,0,1,0,1,1,3,3,3,1,1,2,1,1,1,0,2,2,3,1,0,1,1,1,3,1,4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,14.0,0,0,4,6,0,0,0,0,0,1,1,4,1,5,1,7,2,7,2,7,1,7,4,3,1,2,1,1,1,1,245000.0,0,,,,,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1600000.0,0.0,,,,,,,,,1,0,,,0,,,0,,,0,,,0,,,1,1600000,800000,900000.0,0,,,,1,8888888,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7777777,7777777,1.0,Fri Oct 29 11:32:16 UTC+0 2021,0
13170,complete,9,1,33,5,1,0,1,6,1,2,1,1,1,1,1,2,2,2,0,1,1,2,1,3,0,1,1,3,2,1,2,1,1,2,0,1,2,2,1,3,0,3,3,3,3,1,1,1,3,1,2,1,1,2,2,3,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,0,4,2,0,1,0,0,0,0,2,2,1,7,6,6,2,7,6,6,1,6,1,3,3,3,3,3,3,4,100000.0,0,,,,,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,20000.0,5.0,0,,,0,,,1,20000.0,5.0,0,,,0,100000,50000,20000.0,0,,,10.0,0,1,0.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,0.0,2,2,1.0,Fri Oct 29 12:08:18 UTC+0 2021,0
438,complete,9,1,69,3,0,0,0,7,1,1,1,3,1,0,4,4,1,2,1,1,4,1,3,3,0,2,0,3,3,2,2,1,1,1,1,3,4,1,3,3,1,1,2,2,2,2,0,1,2,3,2,0,4,4,1,1,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.0,0,0,3,5,0,0,0,0,1,0,1,2,3,4,6,7,1,7,4,6,2,7,1,3,1,4,3,1,4,2,,1,8888888.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,,,0,,,0,,,0,,,0,,,1,100000,50000,,1,9999999.0,,,1,1,0.0,0.0,0.0,0.0,20.0,60.0,15.0,5.0,0.0,0.0,1,8888888,1.0,Fri Oct 29 11:44:06 UTC+0 2021,0
11627,complete,9,1,40,1,1,1,0,6,1,2,2,3,2,1,1,4,1,1,0,2,4,1,2,3,0,2,0,2,1,2,1,1,1,1,1,2,2,1,2,3,0,2,1,2,3,1,1,3,1,2,3,0,1,4,3,2,1,1,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,4.0,0,0,3,2,0,1,0,0,0,0,2,3,1,1,6,6,5,5,5,3,4,4,6,3,3,3,3,4,4,3,110000.0,0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,580000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,30000.0,5.0,1,40000.0,5.0,0,,,0,,,1,10000.0,5.0,0,580000,290000,500000.0,0,,,6.0,0,4,0.0,0.0,0.0,0.0,50.0,40.0,10.0,0.0,0.0,0.0,1,3,1.0,Fri Oct 29 11:36:36 UTC+0 2021,0
4115,complete,9,1,55,10,1,1,0,4,1,1,1,3,1,1,4,4,2,2,0,4,4,1,3,1,1,2,0,3,3,2,2,2,0,1,1,3,1,3,1,3,0,2,3,1,2,1,1,2,4,1,2,0,2,2,3,3,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,20.0,0,0,4,4,0,0,0,1,0,0,2,1,3,5,5,7,1,7,4,7,1,7,1,2,1,2,2,4,4,2,,1,1.0,2.0,,,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,,,0,,,0,,,0,,,0,,,1,500000,250000,0.0,0,,,6.0,0,7777777,0.0,0.0,5.0,10.0,60.0,15.0,5.0,5.0,0.0,0.0,1,7777777,1.0,Fri Oct 29 11:34:00 UTC+0 2021,0
14044,complete,9,2,31,5,1,1,0,3,1,2,1,1,1,0,1,4,3,2,1,4,3,2,2,3,0,2,0,4,2,1,3,1,1,1,1,2,1,3,1,1,1,3,3,2,2,2,0,3,1,1,1,0,2,4,3,3,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5.0,0,0,4,2,0,1,0,0,0,0,2,2,3,4,2,5,6,7,4,6,2,4,1,4,4,4,3,4,4,3,80000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,750000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,20000.0,2.0,1,15000.0,3.0,0,,,0,,,0,,,0,750000,375000,180000.0,0,,,4.0,0,2,0.0,0.0,0.0,15.0,70.0,15.0,0.0,0.0,0.0,0.0,2,2,1.0,Fri Oct 29 11:29:04 UTC+0 2021,0
5820,complete,9,1,60,5,1,1,0,4,1,1,4,2,2,1,1,3,3,1,0,4,1,2,3,1,1,2,1,3,4,1,2,3,0,1,0,3,3,1,2,3,0,2,4,3,1,2,1,3,2,1,1,1,1,4,3,2,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,19.0,0,0,2,4,0,0,0,1,0,0,2,2,2,7,6,6,2,6,2,5,1,6,1,4,4,4,3,3,3,2,120000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1000000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,1,150000.0,5.0,1,100000.0,5.0,1,10000.0,4.0,0,,,0,,,0,1000000,500000,100000.0,0,,,7.0,0,2,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,1,2,1.0,Fri Oct 29 12:46:19 UTC+0 2021,0
802,complete,9,2,55,2,1,0,0,4,2,2,3,1,2,1,1,1,2,1,0,2,2,1,1,1,1,2,0,1,1,2,3,2,0,1,1,1,1,2,3,3,0,2,4,1,2,1,1,2,1,1,1,1,2,4,2,2,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,28.0,0,0,4,4,0,0,0,1,0,0,5,2,2,3,5,6,5,3,3,5,2,3,3,3,4,4,3,3,4,3,,1,1.0,2.0,,,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1.0,5.0,1,1.0,5.0,0,,,0,,,1,1.0,5.0,0,100000,50000,,1,2.0,1.0,,1,1,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,1,1,2.0,Fri Oct 29 11:43:41 UTC+0 2021,0
6988,complete,9,1,47,5,1,1,0,6,1,1,3,1,2,1,2,1,2,1,0,4,1,1,2,3,0,2,0,1,4,2,1,2,1,1,1,1,4,1,3,1,1,2,1,3,2,2,0,1,3,3,3,1,1,1,1,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3.0,0,0,4,3,0,0,1,0,0,0,3,2,2,3,2,6,4,4,5,5,1,6,3,4,4,4,4,4,1,3,150000.0,0,,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,,,0,,,0,,,0,,,0,,,1,100000,50000,,1,9999999.0,,10.0,0,2,0.0,0.0,10.0,30.0,30.0,20.0,10.0,0.0,0.0,0.0,1,2,1.0,Fri Oct 29 12:58:43 UTC+0 2021,0
1039,complete,9,2,56,1,1,1,1,4,1,1,1,3,2,0,4,4,2,1,1,2,4,2,2,3,1,1,1,1,2,1,3,2,0,2,0,2,4,1,1,2,1,3,2,2,3,3,0,3,4,2,3,0,1,3,1,2,1,1,11,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,23.0,0,0,4,4,0,0,0,1,0,0,1,2,2,6,1,7,1,7,4,7,1,7,2,3,4,4,3,3,3,3,,1,1.0,2.0,,,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,,,0,,,0,,,0,,,0,,,0,500000,250000,,1,2.0,1.0,7.0,0,3,0.0,0.0,0.0,20.0,75.0,5.0,0.0,0.0,0.0,0.0,1,2,2.0,Fri Oct 29 11:39:13 UTC+0 2021,0
7757,complete,9,1,38,2,1,0,1,7,1,1,2,2,2,0,1,3,3,1,1,4,1,2,3,1,0,1,0,1,2,1,1,3,1,2,1,2,1,2,3,2,1,3,2,3,2,1,0,3,3,3,1,1,4,1,1,3,0,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,16.0,0,0,4,4,0,0,0,1,0,0,1,2,2,2,5,6,3,6,5,7,3,5,3,4,4,4,4,4,5,2,120000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,200000.0,5.0,1,150000.0,5.0,0,,,0,,,0,,,0,550000,275000,0.0,0,,,,1,1,1.0,5.0,7.0,15.0,22.0,22.0,15.0,7.0,5.0,1.0,1,7777777,1.0,Fri Oct 29 11:44:17 UTC+0 2021,0
14510,complete,9,2,43,4,1,1,0,4,1,1,1,1,1,1,2,2,2,2,0,1,4,2,2,3,0,1,1,3,2,1,3,2,1,2,0,3,4,1,2,3,1,3,3,3,3,1,0,3,2,2,3,0,1,4,1,1,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,5.0,0,0,4,2,0,1,0,0,0,0,1,2,1,7,5,6,3,6,2,6,3,5,4,3,4,4,3,4,3,3,60000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,400000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,60000.0,5.0,1,5000.0,2.0,1,25000.0,5.0,1,60000.0,5.0,0,,,0,400000,200000,25000.0,0,,,4.0,0,3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1,3,2.0,Fri Oct 29 11:42:36 UTC+0 2021,0
8161,complete,9,2,64,5,1,1,0,7,1,2,1,1,2,0,1,4,3,1,1,4,3,2,1,3,0,1,1,3,1,1,2,1,1,2,0,2,1,2,3,2,1,2,2,1,2,1,0,2,3,2,2,1,2,2,1,3,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,14.0,0,0,4,4,0,0,0,1,0,0,1,1,3,3,1,7,4,5,6,7,1,7,5,3,3,3,3,3,3,3,,1,8888888.0,,,,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,,,0,,,0,,,0,,,0,,,1,500000,250000,,1,9999999.0,,4.0,0,3,0.0,0.0,0.0,5.0,70.0,10.0,10.0,5.0,0.0,0.0,1,2,1.0,Fri Oct 29 11:45:17 UTC+0 2021,0
14556,complete,9,1,35,5,1,1,1,6,2,2,3,3,1,1,1,1,1,2,0,1,4,2,3,2,1,1,0,2,3,1,1,1,0,2,1,1,2,1,3,1,0,2,3,2,2,2,1,2,3,3,1,0,2,4,1,3,1,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0,0,0,4,4,0,0,0,1,0,0,2,7777777,1,3,5,6,4,6,5,4,2,7,7,3,3,1,3,2,5,3,93000.0,0,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,19000.0,5.0,1,600.0,4.0,0,,,0,,,0,,,0,100000,50000,0.0,0,,,9.0,0,3,0.0,10.0,15.0,30.0,30.0,10.0,5.0,0.0,0.0,0.0,1,1,2.0,Fri Oct 29 12:01:23 UTC+0 2021,0
14423,complete,9,2,40,6,0,0,0,7,6,2,2,3,1,1,4,1,1,2,0,1,4,2,2,3,0,1,0,2,2,1,1,2,1,2,1,2,3,1,2,1,1,3,4,3,1,3,0,3,3,1,3,1,4,1,3,1,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,3,1,1,0,0,0,0,0,1,1,2,6,5,7,6,7,5,7,1,7,2,2,2,2,4,4,3,3,105000.0,0,,,,,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,350000.0,0.0,,,,,,,,,1,1,100000.0,5.0,1,25000.0,5.0,0,,,0,,,0,,,0,350000,175000,250000.0,0,,,10.0,0,4,0.0,0.0,0.0,60.0,30.0,10.0,0.0,0.0,0.0,0.0,1,2,1.0,Fri Oct 29 11:53:54 UTC+0 2021,0
4311,complete,9,2,65,5,1,1,0,7,1,2,2,1,2,1,1,4,2,1,0,2,4,1,3,2,0,1,0,2,1,2,1,1,1,2,1,4,3,1,1,2,0,3,1,3,2,1,1,3,2,3,2,0,4,1,2,1,1,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,23.0,0,0,4,4,0,0,0,1,0,0,1,2,2,7,1,7,5,7,3,7,1,6,1,2,3,3,3,3,3,3,100000.0,0,,,,,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1500000.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,750000.0,2.0,1,80000.0,2.0,0,,,0,,,1,25000.0,2.0,0,1500000,750000,0.0,0,,,10.0,0,3,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1,2,1.0,Fri Oct 29 11:45:38 UTC+0 2021,0
15343,complete,9,1,49,6,1,1,0,2,2,1,3,3,1,0,4,1,2,2,1,1,1,2,2,2,1,2,0,2,4,1,3,1,0,1,1,1,2,3,3,1,0,3,4,1,2,2,1,2,3,3,2,0,1,2,1,1,1,2,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,6.0,0,0,4,4,0,0,0,1,0,0,2,2,2,4,1,7,2,6,3,6,1,7,3,2,3,2,4,3,4,2,85000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,750000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,110000.0,5.0,1,5000.0,4.0,0,,,0,,,0,,,0,750000,375000,0.0,0,,,7.0,0,3,1.0,3.0,7.0,13.0,40.0,24.0,6.0,3.0,2.0,1.0,2,2,1.0,Fri Oct 29 12:14:23 UTC+0 2021,0
8208,complete,9,1,57,8,1,1,0,5,6,2,1,3,1,0,4,3,1,2,1,1,2,1,2,1,1,1,1,3,4,2,3,3,0,2,0,3,2,3,2,3,0,3,1,1,1,1,1,3,3,2,1,0,1,4,1,3,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,26.0,0,0,4,4,0,0,0,1,0,0,2,2,2,2,5,7,3,6,7,7,6,7,6,3,1,3,3,3,3,3,,1,1.0,8888888.0,,,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,2,1,999999.0,5.0,1,999999.0,5.0,0,,,0,,,1,999999.0,3.0,0,100000,50000,0.0,0,,,10.0,0,3,0.0,0.0,2.0,20.0,60.0,17.0,1.0,0.0,0.0,0.0,2,2,1.0,Fri Oct 29 11:41:44 UTC+0 2021,0
14411,complete,9,2,29,8,0,1,0,6,2,2,2,3,1,0,4,1,1,2,1,1,3,2,2,3,1,2,1,3,2,1,1,1,0,1,0,3,4,2,3,2,1,3,2,1,1,3,0,3,4,2,2,1,1,2,3,3,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,5.0,0,0,4,4,0,0,0,1,0,0,2,2,2,3,2,6,2,5,6,7,2,7,3,2,4,4,3,3,4,2,100000.0,0,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,250000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,25000.0,5.0,1,25000.0,4.0,0,,,0,,,0,,,0,250000,125000,0.0,0,,,4.0,0,4,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,2,2,1.0,Fri Oct 29 11:40:13 UTC+0 2021,0
13072,complete,9,1,49,1,0,1,0,6,4,1,2,1,1,0,2,3,2,2,1,1,2,1,3,1,0,2,0,2,1,2,2,3,1,1,1,1,2,1,2,1,0,3,3,2,3,2,1,3,3,2,1,0,2,4,1,3,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6.0,0,0,4,3,0,0,1,0,0,0,1,2,3,2,2,7,4,7,6,7,1,6,2,2,3,4,2,3,4,2,1200000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1100000.0,0.0,,,,,,,,,2,1,750000.0,4.0,1,30000.0,3.0,0,,,0,,,0,,,0,1100000,550000,2300000.0,0,,,7.0,0,3,5.0,5.0,10.0,20.0,50.0,5.0,2.0,2.0,1.0,0.0,1,3,1.0,Fri Oct 29 11:46:01 UTC+0 2021,0
13048,complete,9,2,50,6,0,1,0,7,1,1,4,3,1,0,4,1,2,2,1,1,3,2,2,1,1,1,1,2,2,1,1,3,0,2,0,2,3,1,1,1,0,3,4,2,3,2,1,3,3,3,3,0,1,4,1,2,1,4,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0,0,8888888,1,1,0,0,0,0,0,1,2,2,7,7,7,1,7,7,7,2,7,6,5,4,4,2,5,5,3,,1,1.0,1.0,1.0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,160000.0,5.0,0,,,1,100000.0,5.0,0,,,0,,,0,500000,250000,,1,1.0,,,1,2,0.0,0.0,15.0,30.0,40.0,10.0,5.0,0.0,0.0,0.0,1,1,1.0,Fri Oct 29 11:53:18 UTC+0 2021,0
11746,complete,9,2,60,1,0,0,0,2,1,1,2,1,2,1,4,1,2,1,0,4,4,2,3,3,0,2,1,4,1,1,2,1,1,1,0,2,1,2,3,1,1,2,4,1,1,3,0,2,4,3,2,1,4,1,1,1,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,3,5,0,0,0,0,1,0,1,1,3,2,2,7,5,6,6,7,1,6,4,2,2,4,4,1,4,2,,1,1.0,1.0,1.0,,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,,,0,,,0,,,0,,,0,,,1,500000,250000,,1,2.0,1.0,5.0,0,7777777,0.0,0.0,0.0,10.0,75.0,10.0,5.0,0.0,0.0,0.0,2,2,1.0,Fri Oct 29 11:51:14 UTC+0 2021,0
12243,complete,9,2,36,10,1,1,0,6,6,2,2,2,2,1,4,4,1,1,0,4,2,1,2,1,0,1,0,3,3,2,1,2,1,2,1,3,2,2,3,1,0,2,1,1,2,3,1,2,1,2,2,0,2,2,3,3,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,,1,0,8888888,1,1,0,0,0,0,0,8888888,2,3,4,2,5,5,6,6,6,3,5,4,3,1,3,3,4,1,3,,1,2.0,,,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,2,1,35000.0,2.0,1,10000.0,2.0,0,,,1,20000.0,2.0,0,,,0,100000,50000,,1,2.0,1.0,,1,7777777,0.0,0.0,0.0,25.0,60.0,10.0,5.0,0.0,0.0,0.0,7777777,7777777,1.0,Fri Oct 29 11:44:02 UTC+0 2021,0
13038,complete,9,1,43,2,0,1,0,6,1,1,1,1,1,1,1,3,3,2,0,4,1,2,2,1,0,2,1,2,2,1,3,3,1,1,0,3,4,1,2,1,0,3,1,2,3,2,1,2,4,3,1,0,1,3,1,3,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,8.0,0,0,4,3,0,0,1,0,0,0,2,2,2,1,0,7,1,5,5,5,1,7,5,4,1,3,3,3,4,4,200000.0,0,,,,,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,700000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1,350000.0,2.0,1,80000.0,3.0,0,,,0,,,1,150000.0,2.0,0,700000,350000,279000.0,0,,,12.0,0,3,0.0,0.0,10.0,50.0,30.0,10.0,0.0,0.0,0.0,0.0,1,2,1.0,Fri Oct 29 11:48:04 UTC+0 2021,0
15313,complete,9,1,35,7,1,1,0,6,2,1,2,2,2,1,1,4,1,1,0,2,2,1,1,3,0,1,1,3,1,2,2,2,1,2,0,1,4,2,2,3,0,3,3,3,1,1,1,3,1,2,3,1,1,2,3,1,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,5.0,0,0,4,2,0,1,0,0,0,0,2,2,2,6,2,7,1,7,1,5,2,7,5,2,1,4,3,2,3,3,69000.0,0,,,,,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,26000.0,5.0,1,110000.0,5.0,0,,,1,4000.0,5.0,1,380000.0,5.0,0,100000,50000,105000.0,0,,,8.0,0,3,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,0.0,0.0,1,2,1.0,Fri Oct 29 11:56:19 UTC+0 2021,0
1731,complete,9,2,71,5,0,0,0,6,1,1,4,3,1,0,4,1,2,2,1,4,1,1,1,1,1,1,0,1,3,2,2,3,0,2,1,1,4,3,3,2,1,1,2,2,1,3,0,1,2,2,2,0,2,4,3,1,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,3,5,0,0,0,0,1,0,2,2,4,6,2,7,1,2,1,7,1,7,7,2,2,2,4,3,3,3,55000.0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,550000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,500000.0,4.0,1,75500.0,2.0,0,,,0,,,1,500000.0,3.0,0,550000,275000,0.0,0,,,6.0,0,4,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,7777777,3,1.0,Fri Oct 29 12:00:27 UTC+0 2021,0
